V,J
0.00918200053274632,0.013368695974350002
0.0668034106492996,0.013321081797281918
0.124430060386658,0.013219068447748833
0.18206088244915,0.013012071450551332
0.239869117736816,0.012628386418024667
0.297471761703491,0.011936843395233166
0.355109691619873,0.010873685280482
0.412707090377808,0.009479925036430333
0.470329523086548,0.007370582471291225
0.527930736541748,0.005005890193084875
0.585562467575073,0.002243673894554375
0.643191337585449,-0.000849148646617925
0.700844764709473,-0.004204315133392808
